REF_DATE,GEO,DGUID,Place of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227363,2.1.2,100,,,,1
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227364,2.2.1,2746,,,,0
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227365,2.2.2,66.2,,,,1
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227366,2.3.1,1331,,,,0
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227367,2.3.2,32.1,,,,1
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227368,2.4.1,74,,,,0
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227369,2.4.2,1.8,,,,1
2001,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Number of deaths,Number,223,units,0,v21227370,3.1.1,1160,,,,0
2001,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227371,3.1.2,100,,,,1
2001,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227372,3.2.1,722,,,,0
2001,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227373,3.2.2,62.2,,,,1
2001,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227374,3.3.1,431,,,,0
2001,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227375,3.3.2,37.2,,,,1
2001,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227376,3.4.1,7,,,,0
2001,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227377,3.4.2,0.6,,,,1
2001,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Number of deaths,Number,223,units,0,v21227378,4.1.1,7879,,,,0
2001,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227379,4.1.2,100,,,,1
2001,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227380,4.2.1,4916,,,,0
2001,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227381,4.2.2,62.4,,,,1
2001,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227382,4.3.1,26,,,,0
2001,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227383,4.3.2,0.3,,,,1
2001,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227384,4.4.1,2937,,,,0
2001,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227385,4.4.2,37.3,,,,1
2001,"New Brunswick, place of residence",2016A000213,"Total, place of death",Number of deaths,Number,223,units,0,v21227386,5.1.1,6062,,,,0
2001,"New Brunswick, place of residence",2016A000213,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227387,5.1.2,100,,,,1
2001,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227388,5.2.1,4209,,,,0
2001,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227389,5.2.2,69.4,,,,1
2001,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227390,5.3.1,1849,,,,0
2001,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227391,5.3.2,30.5,,,,1
2001,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227392,5.4.1,4,,,,0
2001,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227393,5.4.2,0.1,,,,1
2001,"Quebec, place of residence",2016A000224,"Total, place of death",Number of deaths,Number,223,units,0,v21227394,6.1.1,54194,,,,0
2001,"Quebec, place of residence",2016A000224,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227395,6.1.2,100,,,,1
2001,"Quebec, place of residence",2016A000224,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227396,6.2.1,47394,,,,0
2001,"Quebec, place of residence",2016A000224,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227397,6.2.2,87.5,,,,1
2001,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227398,6.3.1,6649,,,,0
2001,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227399,6.3.2,12.3,,,,1
2001,"Quebec, place of residence",2016A000224,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227400,6.4.1,151,,,,0
2001,"Quebec, place of residence",2016A000224,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227401,6.4.2,0.3,,,,1
2001,"Ontario, place of residence",2016A000235,"Total, place of death",Number of deaths,Number,223,units,0,v21227402,7.1.1,81214,,,,0
2001,"Ontario, place of residence",2016A000235,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227403,7.1.2,100,,,,1
2001,"Ontario, place of residence",2016A000235,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227404,7.2.1,52478,,,,0
2001,"Ontario, place of residence",2016A000235,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227405,7.2.2,64.6,,,,1
2001,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227406,7.3.1,28721,,,,0
2001,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227407,7.3.2,35.4,,,,1
2001,"Ontario, place of residence",2016A000235,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227408,7.4.1,15,,,,0
2001,"Ontario, place of residence",2016A000235,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227409,7.4.2,0,,,,1
2001,"Manitoba, place of residence",2016A000246,"Total, place of death",Number of deaths,Number,223,units,0,v21227410,8.1.1,9734,,,,0
2001,"Manitoba, place of residence",2016A000246,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227411,8.1.2,100,,,,1
2001,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227412,8.2.1,6436,,,,0
2001,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227413,8.2.2,66.1,,,,1
2001,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227414,8.3.1,3286,,,,0
2001,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227415,8.3.2,33.8,,,,1
2001,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227416,8.4.1,12,,,,0
2001,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227417,8.4.2,0.1,,,,1
2001,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Number of deaths,Number,223,units,0,v21227418,9.1.1,8740,,,,0
2001,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227419,9.1.2,100,,,,1
2001,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227420,9.2.1,4638,,,,0
2001,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227421,9.2.2,53.1,,,,1
2001,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227422,9.3.1,4047,,,,0
2001,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227423,9.3.2,46.3,,,,1
2001,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227424,9.4.1,55,,,,0
2001,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227425,9.4.2,0.6,,,,1
2001,"Alberta, place of residence",2016A000248,"Total, place of death",Number of deaths,Number,223,units,0,v21227426,10.1.1,17579,,,,0
2001,"Alberta, place of residence",2016A000248,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227427,10.1.2,100,,,,1
2001,"Alberta, place of residence",2016A000248,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227428,10.2.1,10692,,,,0
2001,"Alberta, place of residence",2016A000248,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227429,10.2.2,60.8,,,,1
2001,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227430,10.3.1,6831,,,,0
2001,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227431,10.3.2,38.9,,,,1
2001,"Alberta, place of residence",2016A000248,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227432,10.4.1,56,,,,0
2001,"Alberta, place of residence",2016A000248,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227433,10.4.2,0.3,,,,1
2001,"British Columbia, place of residence",2016A000259,"Total, place of death",Number of deaths,Number,223,units,0,v21227434,11.1.1,28353,,,,0
2001,"British Columbia, place of residence",2016A000259,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227435,11.1.2,100,,,,1
2001,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227436,11.2.1,17454,,,,0
2001,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227437,11.2.2,61.6,,,,1
2001,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227438,11.3.1,5285,,,,0
2001,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227439,11.3.2,18.6,,,,1
2001,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227440,11.4.1,5614,,,,0
2001,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227441,11.4.2,19.8,,,,1
2001,"Yukon, place of residence",2016A000260,"Total, place of death",Number of deaths,Number,223,units,0,v21227442,12.1.1,134,,,,0
2001,"Yukon, place of residence",2016A000260,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227443,12.1.2,100,,,,1
2001,"Yukon, place of residence",2016A000260,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227444,12.2.1,77,,,,0
2001,"Yukon, place of residence",2016A000260,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227445,12.2.2,57.5,,,,1
2001,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227446,12.3.1,55,,,,0
2001,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227447,12.3.2,41,,,,1
2001,"Yukon, place of residence",2016A000260,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227448,12.4.1,2,,,,0
2001,"Yukon, place of residence",2016A000260,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227449,12.4.2,1.5,,,,1
2001,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Number of deaths,Number,223,units,0,v21227458,14.1.1,163,,,,0
2001,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227459,14.1.2,100,,,,1
2001,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227460,14.2.1,92,,,,0
2001,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227461,14.2.2,56.4,,,,1
2001,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227462,14.3.1,65,,,,0
2001,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227463,14.3.2,39.9,,,,1
2001,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227464,14.4.1,6,,,,0
2001,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227465,14.4.2,3.7,,,,1
2001,"Nunavut, place of residence",2016A000262,"Total, place of death",Number of deaths,Number,223,units,0,v21227466,15.1.1,123,,,,0
2001,"Nunavut, place of residence",2016A000262,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227467,15.1.2,100,,,,1
2001,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227468,15.2.1,58,,,,0
2001,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227469,15.2.2,47.2,,,,1
2001,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227470,15.3.1,61,,,,0
2001,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227471,15.3.2,49.6,,,,1
2001,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227472,15.4.1,4,,,,0
2001,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227473,15.4.2,3.3,,,,1
2001,Unknown province or territory of residence,,"Total, place of death",Number of deaths,Number,223,units,0,v21227474,16.1.1,52,,,,0
2001,Unknown province or territory of residence,,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227475,16.1.2,100,,,,1
2001,Unknown province or territory of residence,,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227476,16.2.1,31,,,,0
2001,Unknown province or territory of residence,,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227477,16.2.2,59.6,,,,1
2001,Unknown province or territory of residence,,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227478,16.3.1,18,,,,0
2001,Unknown province or territory of residence,,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227479,16.3.2,34.6,,,,1
